month,stop_id,stop_name,boardings,alightings
2026-01,1067,W. Michigan & Academy,51,169
2026-01,1082,S Rose St & Vine,48,18
2026-01,1084,Lovell & S. Burdick,7,38
2026-02,2,Rose at Michigan (SW side),214,123
2026-02,3,Rose at South (SW Corner),279,329
2026-02,4,Lovell at St. Johns (NE Corner),14,12
2026-02,5,Westnedge at Lovell (SW side),241,123
2026-02,6,Westnedge at Walnut (NW corner),135,127
2026-02,7,Westnedge at Vine (NW Corner),630,701
2026-02,51,Park at W. Vine (SE Corner),557,373
2026-02,52,Park at 519 Walnut,204,209
2026-02,53,Park at Lovell (SE Corner),15,162
2026-02,54,Park at South (NE Corner),71,525
2026-02,96,Portage at Walnut (SE Corner),75,78
2026-02,137,Kalamazoo & Park Street,15,5
2026-02,182,Michigan &,38,151
2026-02,184,Rose & Water,62,527
2026-02,210,Burdick & North,27,17
2026-02,260,North & N. Park,33,132
2026-02,261,North & Westnedge,66,115
2026-02,262,North & Simpson,24,139
2026-02,263,North & Woodward,23,27
2026-02,264,North St & Hawley street,47,218
2026-02,295,North & Stewart/Hawley,131,21
2026-02,296,North & Woodward,57,19
2026-02,297,North & Simpson,97,48
2026-02,298,North & Westnedge,50,94
2026-02,299,Ransom & Church,63,293
2026-02,300,Ransom & N. Rose,13,18
2026-02,515,Rose & Vine,29,5
2026-02,516,Rose & Walnut,4,0
2026-02,517,Rose & South,153,254
2026-02,518,Walnut & Burdick,362,592
2026-02,562,Walnut & Burdick,598,220
2026-02,563,Kalamazoo & Greenwich,23,29
2026-02,564,Kalamazoo & Elm,84,75
2026-02,565,Kalamazoo & Stuart,96,149
2026-02,605,W. Main & Catherine,26,52
2026-02,606,W. Main & RR Tracks,72,129
2026-02,607,North & Park,5,48
2026-02,628,Lovell & Westnedge,27,4
2026-02,629,Lovell & Oak,102,155
2026-02,630,Lovell & Davis,112,119
2026-02,640,South & Oak,247,111
2026-02,641,South & Westnedge,6,90
2026-02,776,Portage at South (NW Corner),107,34
2026-02,785,Oakland & Academy,87,101
2026-02,788,Ransom & N. Park,357,172
2026-02,799,Rose & Walnut,1,19
2026-02,1004,Kalamazoo Transit Center,52539,48116
2026-02,1011,Kalamazoo Transit Center,2418,2528
2026-02,1062,E. Michigan & S. Pitcher,141,68
2026-02,1067,W. Michigan & Academy,78,136
2026-02,1082,S Rose St & Vine,39,17
2026-02,1084,Lovell & S. Burdick,5,37
2026-03,2,Rose at Michigan (SW side),210,136
2026-03,3,Rose at South (SW Corner),196,316
2026-03,4,Lovell at St. Johns (NE Corner),9,7
2026-03,5,Westnedge at Lovell (SW side),189,81
2026-03,6,Westnedge at Walnut (NW corner),107,51
2026-03,7,Westnedge at Vine (NW Corner),392,447
2026-03,51,Park at W. Vine (SE Corner),366,270
2026-03,52,Park at 519 Walnut,137,153
2026-03,53,Park at Lovell (SE Corner),25,122
2026-03,54,Park at South (NE Corner),98,412
2026-03,96,Portage at Walnut (SE Corner),52,82
2026-03,137,Kalamazoo & Park Street,9,1
2026-03,182,Michigan &,41,172
2026-03,184,Rose & Water,65,537
2026-03,210,Burdick & North,14,14
2026-03,260,North & N. Park,29,117
2026-03,261,North & Westnedge,57,106
2026-03,262,North & Simpson,27,104
2026-03,263,North & Woodward,31,34
2026-03,264,North St & Hawley street,40,213
2026-03,295,North & Stewart/Hawley,146,37
2026-03,296,North & Woodward,46,23
2026-03,297,North & Simpson,59,51
2026-03,298,North & Westnedge,57,80
2026-03,299,Ransom & Church,43,268
2026-03,300,Ransom & N. Rose,7,12
2026-03,515,Rose & Vine,25,5
2026-03,516,Rose & Walnut,9,2
2026-03,517,Rose & South,188,222
2026-03,518,Walnut & Burdick,298,588
2026-03,562,Walnut & Burdick,604,200
2026-03,563,Kalamazoo & Greenwich,31,17
2026-03,564,Kalamazoo & Elm,92,52
2026-03,565,Kalamazoo & Stuart,99,155
2026-03,605,W. Main & Catherine,23,49
2026-03,606,W. Main & RR Tracks,62,161
2026-03,607,North & Park,5,34
2026-03,628,Lovell & Westnedge,129,39
2026-03,629,Lovell & Oak,75,116
2026-03,630,Lovell & Davis,85,67
2026-03,640,South & Oak,210,94
2026-03,641,South & Westnedge,11,78
2026-03,776,Portage at South (NW Corner),85,25
2026-03,785,Oakland & Academy,75,140
2026-03,788,Ransom & N. Park,298,146
2026-03,799,Rose & Walnut,3,23
2026-03,1004,Kalamazoo Transit Center,39653,37540
2026-03,1011,Kalamazoo Transit Center,4162,3870
2026-03,1062,E. Michigan & S. Pitcher,146,131
2026-03,1067,W. Michigan & Academy,22,48
2026-03,1082,S Rose St & Vine,41,18
2026-03,1084,Lovell & S. Burdick,7,50
2026-04,2,Rose at Michigan (SW side),316,120
2026-04,3,Rose at South (SW Corner),301,318
2026-04,4,Lovell at St. Johns (NE Corner),8,15
2026-04,5,Westnedge at Lovell (SW side),247,74
2026-04,6,Westnedge at Walnut (NW corner),107,96
2026-04,7,Westnedge at Vine (NW Corner),601,583
2026-04,51,Park at W. Vine (SE Corner),444,386
2026-04,52,Park at 519 Walnut,155,219
2026-04,53,Park at Lovell (SE Corner),34,154
2026-04,54,Park at South (NE Corner),91,482
2026-04,96,Portage at Walnut (SE Corner),60,74
2026-04,137,Kalamazoo & Park Street,14,3
2026-04,182,Michigan &,59,215
2026-04,184,Rose & Water,51,543
2026-04,210,Burdick & North,7,9
2026-04,260,North & N. Park,37,128
2026-04,261,North & Westnedge,78,113
2026-04,262,North & Simpson,40,141
2026-04,263,North & Woodward,29,42
2026-04,264,North St & Hawley street,36,209
2026-04,295,North & Stewart/Hawley,171,14
2026-04,296,North & Woodward,54,27
2026-04,297,North & Simpson,94,74
2026-04,298,North & Westnedge,68,97
2026-04,299,Ransom & Church,56,239
2026-04,300,Ransom & N. Rose,8,12
2026-04,515,Rose & Vine,17,4
2026-04,516,Rose & Walnut,6,2
2026-04,517,Rose & South,166,257
2026-04,518,Walnut & Burdick,303,622
2026-04,562,Walnut & Burdick,614,211
2026-04,563,Kalamazoo & Greenwich,40,21
2026-04,564,Kalamazoo & Elm,109,62
2026-04,565,Kalamazoo & Stuart,106,110
2026-04,605,W. Main & Catherine,33,52
2026-04,606,W. Main & RR Tracks,74,165
2026-04,607,North & Park,3,23
2026-04,628,Lovell & Westnedge,202,32
2026-04,629,Lovell & Oak,88,100
2026-04,630,Lovell & Davis,94,49
2026-04,640,South & Oak,185,143
2026-04,641,South & Westnedge,13,116
2026-04,776,Portage at South (NW Corner),125,38
2026-04,785,Oakland & Academy,78,127
2026-04,788,Ransom & N. Park,348,220
2026-04,799,Rose & Walnut,6,16
2026-04,1004,Kalamazoo Transit Center,35061,33910
2026-04,1011,Kalamazoo Transit Center,18355,14849
2026-04,1062,E. Michigan & S. Pitcher,188,162
2026-04,1067,W. Michigan & Academy,4,4
2026-04,1082,S Rose St & Vine,18,12
2026-04,1084,Lovell & S. Burdick,5,26
2026-05,2,Rose at Michigan (SW side),277,118
2026-05,3,Rose at South (SW Corner),367,288
2026-05,4,Lovell at St. Johns (NE Corner),17,15
2026-05,5,Westnedge at Lovell (SW side),239,68
2026-05,6,Westnedge at Walnut (NW corner),174,147
2026-05,7,Westnedge at Vine (NW Corner),653,621
2026-05,51,Park at W. Vine (SE Corner),550,382
2026-05,52,Park at 519 Walnut,184,246
2026-05,53,Park at Lovell (SE Corner),27,200
2026-05,54,Park at South (NE Corner),48,406
2026-05,96,Portage at Walnut (SE Corner),37,70
2026-05,137,Kalamazoo & Park Street,14,6
2026-05,182,Michigan &,44,215
2026-05,184,Rose & Water,49,472
2026-05,210,Burdick & North,5,8
2026-05,260,North & N. Park,37,128
2026-05,261,North & Westnedge,60,122
2026-05,262,North & Simpson,11,127
2026-05,263,North & Woodward,37,34
2026-05,264,North St & Hawley street,38,178
2026-05,295,North & Stewart/Hawley,145,23
2026-05,296,North & Woodward,81,32
2026-05,297,North & Simpson,74,60
2026-05,298,North & Westnedge,66,91
2026-05,299,Ransom & Church,73,289
2026-05,300,Ransom & N. Rose,5,9
2026-05,515,Rose & Vine,6,10
2026-05,516,Rose & Walnut,2,2
2026-05,517,Rose & South,171,273
2026-05,518,Walnut & Burdick,276,606
2026-05,562,Walnut & Burdick,641,249
2026-05,563,Kalamazoo & Greenwich,31,27
2026-05,564,Kalamazoo & Elm,146,43
2026-05,565,Kalamazoo & Stuart,77,67
2026-05,605,W. Main & Catherine,31,90
2026-05,606,W. Main & RR Tracks,50,126
2026-05,607,North & Park,7,28
2026-05,628,Lovell & Westnedge,134,27
2026-05,629,Lovell & Oak,28,91
2026-05,630,Lovell & Davis,19,36
2026-05,640,South & Oak,177,77
2026-05,641,South & Westnedge,13,78
2026-05,776,Portage at South (NW Corner),100,21
2026-05,785,Oakland & Academy,57,151
2026-05,788,Ransom & N. Park,343,167
2026-05,799,Rose & Walnut,6,19
2026-05,1004,Kalamazoo Transit Center,32874,30739
2026-05,1011,Kalamazoo Transit Center,19370,15788
2026-05,1062,E. Michigan & S. Pitcher,182,92
2026-05,1067,W. Michigan & Academy,52,61
2026-05,1082,S Rose St & Vine,16,11
2026-05,1084,Lovell & S. Burdick,4,20
2026-06,2,Rose at Michigan (SW side),269,140
2026-06,3,Rose at South (SW Corner),343,301
2026-06,4,Lovell at St. Johns (NE Corner),10,16
2026-06,5,Westnedge at Lovell (SW side),156,86
2026-06,6,Westnedge at Walnut (NW corner),184,135
2026-06,7,Westnedge at Vine (NW Corner),692,512
2026-06,51,Park at W. Vine (SE Corner),461,412
2026-06,52,Park at 519 Walnut,166,273
2026-06,53,Park at Lovell (SE Corner),39,180
2026-06,54,Park at South (NE Corner),108,483
2026-06,96,Portage at Walnut (SE Corner),37,60
2026-06,137,Kalamazoo & Park Street,18,7
2026-06,182,Michigan &,43,200
2026-06,184,Rose & Water,66,561
2026-06,210,Burdick & North,6,10
2026-06,260,North & N. Park,50,128
2026-06,261,North & Westnedge,76,104
2026-06,262,North & Simpson,11,150
2026-06,263,North & Woodward,13,36
2026-06,264,North St & Hawley street,30,207
2026-06,295,North & Stewart/Hawley,163,20
2026-06,296,North & Woodward,61,19
2026-06,297,North & Simpson,88,56
2026-06,298,North & Westnedge,64,109
2026-06,299,Ransom & Church,75,296
2026-06,300,Ransom & N. Rose,6,9
2026-06,515,Rose & Vine,12,4
2026-06,516,Rose & Walnut,9,2
2026-06,517,Rose & South,165,244
2026-06,518,Walnut & Burdick,335,588
2026-06,562,Walnut & Burdick,648,259
2026-06,563,Kalamazoo & Greenwich,22,15
2026-06,564,Kalamazoo & Elm,127,41
2026-06,565,Kalamazoo & Stuart,82,78
2026-06,605,W. Main & Catherine,24,90
2026-06,606,W. Main & RR Tracks,61,104
2026-06,607,North & Park,7,22
2026-06,628,Lovell & Westnedge,97,16
2026-06,629,Lovell & Oak,29,100
2026-06,630,Lovell & Davis,22,43
2026-06,640,South & Oak,158,67
2026-06,641,South & Westnedge,9,73
2026-06,776,Portage at South (NW Corner),107,44
2026-06,785,Oakland & Academy,84,144
2026-06,788,Ransom & N. Park,337,145
2026-06,799,Rose & Walnut,7,17
2026-06,1004,Kalamazoo Transit Center,34337,31457
2026-06,1011,Kalamazoo Transit Center,14004,11825
2026-06,1062,E. Michigan & S. Pitcher,142,42
2026-06,1067,W. Michigan & Academy,94,139
2026-06,1082,S Rose St & Vine,9,13
2026-06,1084,Lovell & S. Burdick,3,23
